Heel_X,Heel_Y,Heel_Z,TOE_X,TOE_Y,TOY_Z,"sqrt(heel x, y, z)","sqrt(toe x, y, z)",PD_or_Non
-1.6697,1.5963,3.3542,-0.3093,1.7297,0.51333,4.0727,1.8306,0
-1.9809,1.8172,3.2386,-0.24928,1.8849,0.249,4.2088,1.9175,0
-2.1689,1.9588,3.0363,-0.23508,1.9507,0.13397,4.2143,1.9694,0
-2.191,2.0125,2.7495,-0.26616,1.932,0.15666,4.0509,1.9566,0
-2.0338,1.9866,2.3978,-0.33257,1.847,0.28176,3.7192,1.8977,0
-1.7172,1.9034,2.0176,-0.4173,1.7222,0.46121,3.2623,1.8311,0
-1.2891,1.7916,1.6548,-0.50047,1.5861,0.64701,2.7586,1.7846,0
-0.8135,1.6784,1.3523,-0.56395,1.4626,0.80193,2.3038,1.7608,0
-0.35543,1.5823,1.14,-0.59541,1.3663,0.90539,1.9823,1.7439,0
0.031474,1.5105,1.028,-0.59046,1.3015,0.95406,1.8274,1.7183,0
0.31345,1.4587,1.0072,-0.55267,1.2627,0.95827,1.8001,1.6787,0
0.47906,1.4154,1.0541,-0.49159,1.2387,0.93603,1.8286,1.6285,0
0.5366,1.367,1.1395,-0.41963,1.2166,0.9069,1.8588,1.5744,0
0.50805,1.3027,1.2358,-0.34885,1.1859,0.8872,1.8661,1.5216,0
0.42172,1.2172,1.3233,-0.2885,1.1408,0.88735,1.8467,1.4738,0
0.30554,1.1117,1.3919,-0.24363,1.081,0.91131,1.8074,1.4347,0
0.18225,0.99279,1.4411,-0.21496,1.0105,0.9578,1.7594,1.4088,0
0.067261,0.86909,1.4765,-0.19969,0.93547,1.0223,1.7146,1.4,0
-0.031255,0.74904,1.5062,-0.19296,0.86203,1.0993,1.6825,1.4102,0
-0.11045,0.63853,1.5374,-0.18958,0.79412,1.1838,1.6684,1.438,0
-0.17033,0.54005,1.5737,-0.18569,0.73273,1.2725,1.6725,1.4801,0
-0.21157,0.45319,1.6153,-0.17989,0.67605,1.3637,1.6909,1.5327,0
-0.23429,0.37584,1.66,-0.17363,0.62055,1.4567,1.718,1.5929,0
-0.23812,0.30581,1.7051,-0.17054,0.56252,1.5517,1.7486,1.6593,0
-0.22318,0.24196,1.7497,-0.17503,0.49938,1.6489,1.7804,1.7317,0
-0.19164,0.18461,1.7955,-0.19042,0.4305,1.749,1.8151,1.8113,0
-0.14913,0.13508,1.847,-0.21739,0.35725,1.8532,1.8579,1.8998,0
-0.10539,0.094514,1.9108,-0.25303,0.28216,1.963,1.9161,1.9993,0
-0.07384,0.062534,1.9938,-0.29105,0.2077,2.0811,1.9962,2.1116,0
-0.069754,0.036009,2.1015,-0.32291,0.1348,2.2098,2.103,2.2374,0
-0.10738,0.0085707,2.2367,-0.33977,0.061834,2.351,2.2393,2.3762,0
-0.1964,-0.028997,2.3989,-0.3347,-0.015822,2.5037,2.4071,2.526,0
-0.33844,-0.087567,2.5846,-0.30461,-0.10538,2.6638,2.6082,2.6832,0
-0.52458,-0.17811,2.7871,-0.25146,-0.21577,2.8228,2.8417,2.8421,0
-0.73464,-0.3103,2.9968,-0.18237,-0.35648,2.968,3.1011,2.9949,0
-0.93863,-0.49169,3.2005,-0.10835,-0.53659,3.0845,3.3714,3.1327,0
-1.1006,-0.72739,3.3812,-0.041993,-0.76392,3.1571,3.6294,3.2485,0
-1.184,-1.02,3.5178,0.0056134,-1.0442,3.1731,3.8493,3.3405,0
-1.1578,-1.3692,3.5867,0.027897,-1.3799,3.1248,4.0099,3.4161,0
-1.0021,-1.7707,3.564,0.025182,-1.7691,3.0119,4.1039,3.4931,0
-0.71144,-2.2148,3.4302,0.0057096,-2.2034,2.8416,4.1446,3.5958,0
-0.29711,-2.6843,3.1744,-0.015133,-2.6664,2.629,4.1678,3.7446,0
0.21327,-3.1536,2.7992,-0.017605,-3.1324,2.3949,4.2221,3.943,0
0.77735,-3.5883,2.324,0.017742,-3.5663,2.1624,4.3452,4.1707,0
1.3413,-3.9471,1.7859,0.10428,-3.9258,1.9533,4.5352,4.3862,0
1.845,-4.1859,1.2369,0.24381,-4.1659,1.7834,4.7387,4.5381,0
2.2289,-4.2635,0.73806,0.42343,-4.2446,1.6607,4.8672,4.5776,0
2.4435,-4.1494,0.34815,0.61645,-4.1315,1.5854,4.828,4.468,0
2.4595,-3.8315,0.11201,0.78816,-3.8158,1.5525,4.5544,4.1942,0
2.2762,-3.3229,0.049667,0.90504,-3.3122,1.5551,4.0281,3.7694,0
1.926,-2.6639,0.15162,0.94465,-2.6641,1.5878,3.2908,3.2421,0
1.4705,-1.9192,0.38224,0.90233,-1.9392,1.6464,2.4478,2.6991,0
0.9886,-1.1676,0.69103,0.79181,-1.2189,1.7268,1.6787,2.2571,0
0.55976,-0.48715,1.0277,0.63957,-0.58334,1.8216,1.2676,2.0168,0
0.24482,0.060522,1.355,0.47557,-0.095028,1.9188,1.3783,1.9792,0
0.072375,0.4415,1.655,0.32475,0.21305,2.0025,1.7144,2.0398,0
0.034026,0.65317,1.9253,0.20224,0.34157,2.0563,2.0334,2.0943,0
0.090547,0.7197,2.1699,0.11295,0.32075,2.0682,2.288,2.096,0
0.18671,0.6819,2.3885,0.053932,0.19996,2.0335,2.4909,2.044,0
0.26944,0.58547,2.5708,0.018007,0.034516,1.9563,2.6503,1.9567,0
0.3028,0.47106,2.6986,-0.0030778,-0.12643,1.8481,2.756,1.8525,0
0.27497,0.36815,2.7527,-0.016458,-0.2482,1.7246,2.7908,1.7425,0
0.19598,0.29296,2.7222,-0.027153,-0.31389,1.6021,2.7449,1.6328,0
0.089258,0.24967,2.6102,-0.037935,-0.32305,1.4942,2.6237,1.5292,0
-0.018759,0.23357,2.4346,-0.049708,-0.28728,1.4096,2.4459,1.4395,0
-0.10673,0.23513,2.2238,-0.062057,-0.22444,1.3521,2.2388,1.372,0
-0.16265,0.24374,2.0099,-0.073819,-0.15321,1.3205,2.0311,1.3314,0
-0.18426,0.25061,1.8206,-0.083607,-0.088976,1.3103,1.847,1.3159,0
-0.17692,0.25023,1.6743,-0.090238,-0.041511,1.3152,1.7021,1.3189,0
-0.15034,0.24067,1.5767,-0.093058,-0.014589,1.3288,1.602,1.3321,0
-0.11537,0.22294,1.5228,-0.092087,-0.0069055,1.3454,1.5433,1.3485,0
-0.081374,0.19999,1.5003,-0.087991,-0.013825,1.3607,1.5158,1.3636,0
-0.054774,0.17549,1.495,-0.081883,-0.029299,1.3722,1.5063,1.375,0
-0.03858,0.15288,1.4942,-0.075054,-0.047515,1.3788,1.5025,1.3817,0
-0.032785,0.13467,1.4895,-0.068684,-0.063997,1.3807,1.496,1.3839,0
-0.035268,0.12213,1.4773,-0.063645,-0.076105,1.3787,1.4827,1.3823,0
-0.042856,0.11533,1.4578,-0.060404,-0.083001,1.3741,1.463,1.3779,0
-0.052287,0.11338,1.4341,-0.059045,-0.085242,1.3682,1.4395,1.3722,0
-0.060905,0.11486,1.4099,-0.059371,-0.084196,1.3622,1.4159,1.3661,0
-0.067029,0.11819,1.389,-0.061037,-0.081443,1.3569,1.3956,1.3607,0
-0.070015,0.12199,1.3735,-0.063683,-0.078318,1.3528,1.3806,1.3566,0
-0.070109,0.12527,1.3643,-0.067022,-0.075659,1.3501,1.3718,1.3539,0
-0.068161,0.12749,1.3608,-0.070872,-0.073781,1.3488,1.3685,1.3527,0
-0.065318,0.1285,1.3617,-0.075117,-0.072606,1.3485,1.3693,1.3525,0
-0.062734,0.12848,1.3649,-0.079644,-0.071868,1.3487,1.3724,1.3529,0
-0.06135,0.12777,1.3687,-0.084264,-0.071317,1.3488,1.3761,1.3533,0
-0.061756,0.12673,1.3718,-0.088683,-0.070862,1.3486,1.379,1.3533,0
-0.064132,0.12568,1.3733,-0.092512,-0.070628,1.3476,1.3805,1.3526,0
-0.068264,0.12483,1.3732,-0.095322,-0.070898,1.3459,1.3806,1.3512,0
-0.07362,0.12426,1.372,-0.096711,-0.071983,1.3439,1.3795,1.3493,0
-0.079485,0.12397,1.3702,-0.096382,-0.074073,1.3419,1.3781,1.3474,0
-0.085115,0.12388,1.3688,-0.094209,-0.077124,1.3406,1.377,1.3461,0
-0.089892,0.12393,1.3681,-0.090303,-0.080843,1.3407,1.3766,1.3461,0
-0.093427,0.12406,1.3684,-0.085043,-0.084764,1.3428,1.3772,1.3481,0
-0.095595,0.12424,1.3695,-0.07906,-0.088377,1.3473,1.3785,1.3525,0
-0.09651,0.12452,1.371,-0.073164,-0.091274,1.3544,1.38,1.3595,0
-0.096453,0.12494,1.3722,-0.068204,-0.093244,1.3638,1.3813,1.3687,0
-0.095781,0.12554,1.3725,-0.064909,-0.094316,1.3748,1.3816,1.3796,0
-0.094843,0.12634,1.3716,-0.063718,-0.094732,1.3863,1.3806,1.391,0
-0.093926,0.12729,1.3692,-0.064684,-0.094882,1.3969,1.3784,1.4016,0
-0.093221,0.12827,1.3659,-0.067434,-0.09521,1.4052,1.3751,1.41,0
-0.09282,0.1291,1.3621,-0.071232,-0.096123,1.41,1.3714,1.415,0
-0.092735,0.12963,1.3588,-0.075126,-0.097922,1.4106,1.3681,1.416,0
-0.092916,0.12972,1.3565,-0.078156,-0.10076,1.4073,1.3659,1.413,0
-0.093282,0.12937,1.356,-0.079589,-0.10463,1.401,1.3653,1.4071,0
-0.093734,0.12866,1.3573,-0.079104,-0.10942,1.3935,1.3666,1.4,0
-0.094173,0.12777,1.3602,-0.076871,-0.11491,1.3871,1.3694,1.394,0
-0.094507,0.12691,1.3642,-0.073472,-0.12085,1.3838,1.3734,1.391,0
-0.094655,0.12627,1.3687,-0.069682,-0.12698,1.3852,1.3777,1.3928,0
-0.094558,0.12591,1.3729,-0.066169,-0.13302,1.3918,1.3819,1.3997,0
-0.094191,0.12581,1.3762,-0.063194,-0.13876,1.4029,1.3852,1.4112,0
-0.093577,0.12581,1.3784,-0.06043,-0.14401,1.417,1.3873,1.4255,0
-0.092805,0.12568,1.3792,-0.056947,-0.14871,1.4318,1.3881,1.4406,0
-0.092031,0.12516,1.3787,-0.051428,-0.15294,1.4453,1.3874,1.4543,0
-0.091474,0.12406,1.377,-0.042589,-0.15693,1.4561,1.3856,1.4652,0
-0.091384,0.12227,1.3744,-0.029703,-0.16107,1.464,1.3829,1.4732,0
-0.091983,0.11982,1.3716,-0.013084,-0.16582,1.4702,1.3799,1.4796,0
-0.093398,0.11689,1.3691,0.0056805,-0.1716,1.4771,1.3773,1.4871,0
-0.095578,0.11373,1.3677,0.02386,-0.17874,1.488,1.3757,1.4989,0
-0.098237,0.1106,1.3681,0.038099,-0.18729,1.5063,1.376,1.5184,0
-0.10084,0.10764,1.3707,0.045173,-0.19696,1.5347,1.3786,1.5479,0
-0.10265,0.10484,1.3756,0.042744,-0.20703,1.5742,1.3834,1.5884,0
-0.1029,0.10205,1.3824,0.029842,-0.21631,1.6244,1.39,1.639,0
-0.10097,0.099108,1.3898,0.0069406,-0.22331,1.6828,1.397,1.6976,0
-0.096687,0.096094,1.3959,-0.024385,-0.22644,1.7462,1.4025,1.761,0
-0.09057,0.093512,1.3982,-0.062029,-0.22438,1.8116,1.4043,1.8265,0
-0.083949,0.092449,1.3947,-0.10393,-0.21645,1.8777,1.4003,1.8929,0
-0.078927,0.094484,1.3841,-0.14849,-0.20303,1.9456,1.3895,1.9618,0
-0.078105,0.10134,1.3668,-0.19467,-0.18581,2.0201,1.3728,2.038,0
-0.084087,0.11425,1.346,-0.24193,-0.16779,2.1087,1.3535,2.1291,0
-0.098835,0.13323,1.3279,-0.29,-0.15302,2.2204,1.3382,2.2445,0
-0.12298,0.15644,1.3216,-0.33867,-0.14593,2.3638,1.3365,2.3924,0
-0.15526,0.17991,1.3384,-0.38759,-0.1503,2.5443,1.3593,2.578,0
-0.19232,0.19801,1.3896,-0.43618,-0.168,2.7609,1.4167,2.8002,0
-0.229,0.20469,1.4849,-0.48357,-0.19764,3.0047,1.5164,3.0498,0
-0.25923,0.19551,1.6297,-0.5286,-0.23357,3.2575,1.6617,3.3084,0
-0.27759,0.17006,1.823,-0.56991,-0.26546,3.4925,1.8519,3.5487,0
-0.28111,0.13416,2.057,-0.60606,-0.27877,3.6769,2.0805,3.737,0
-0.27102,0.10094,2.3174,-0.63567,-0.25623,3.7756,2.3354,3.8373,0
-0.25365,0.090096,2.5855,-0.65761,-0.18031,3.7564,2.5995,3.8178,0
-0.24023,0.12485,2.8413,-0.6712,-0.03647,3.5961,2.8542,3.6584,0
-0.24517,0.2268,3.0663,-0.67649,0.18307,3.2864,3.0844,3.3603,0
-0.28303,0.40952,3.2456,-0.67448,0.47559,2.8387,3.2836,2.9562,0
-0.36488,0.67264,3.3689,-0.66699,0.82514,2.2865,3.4547,2.5207,0
-0.4946,0.99826,3.4295,-0.65629,1.202,1.6841,3.606,2.1707,0
-0.66624,1.3515,3.4232,-0.64448,1.5657,1.0996,3.7402,2.0189,0
-0.86303,1.6863,3.3464,-0.63274,1.8719,0.60257,3.8454,2.0658,0
-1.059,1.9555,3.1959,-0.62096,2.082,0.24874,3.8935,2.1868,0
-1.2236,2.1225,2.9713,-0.60771,2.1732,0.066412,3.8511,2.2575,0
-1.3286,2.1714,2.6789,-0.59088,2.1446,0.049755,3.6955,2.2251,0
-1.3554,2.1103,2.337,-0.56874,2.0179,0.16222,3.4282,2.1028,0
-1.301,1.9688,1.9768,-0.54096,1.8309,0.34865,3.0784,1.9408,0
-1.1783,1.7882,1.6384,-0.50911,1.6274,0.55119,2.6964,1.7921,0
-1.0127,1.6103,1.3616,-0.47623,1.4461,0.72343,2.3394,1.6856,0
-0.83413,1.4664,1.175,-0.4458,1.3124,0.83874,2.0559,1.6201,0
-0.66986,1.371,1.0883,-0.42044,1.235,0.89177,1.8742,1.5802,0
-0.53855,1.3207,1.0914,-0.40109,1.2064,0.89419,1.7959,1.5543,0
-0.44828,1.2988,1.1589,-0.38689,1.2087,0.86736,1.7975,1.5372,0
-0.39746,1.2829,1.2589,-0.37589,1.2199,0.83449,1.8408,1.525,0
-0.37783,1.2522,1.3616,-0.36588,1.2208,0.81467,1.888,1.5126,0
-0.37806,1.1934,1.4456,-0.35533,1.1991,0.81953,1.9123,1.4952,0
-0.38689,1.1032,1.5003,-0.34376,1.1511,0.8528,1.902,1.4733,0
-0.3952,0.98719,1.5258,-0.33181,1.0808,0.91174,1.8598,1.4524,0
-0.39698,0.85703,1.5295,-0.32082,0.99681,0.98975,1.7977,1.4409,0
-0.38937,0.72626,1.5229,-0.31238,0.90948,1.079,1.7316,1.4453,0
-0.37207,0.60668,1.5177,-0.30792,0.82744,1.1724,1.6763,1.4676,0
-0.3464,0.50575,1.5232,-0.30844,0.75577,1.2652,1.642,1.5057,0
-0.3144,0.42563,1.5449,-0.31445,0.69518,1.3552,1.633,1.5552,0
-0.27807,0.3638,1.5843,-0.32584,0.64266,1.4423,1.6491,1.6123,0
-0.23906,0.3147,1.6402,-0.34193,0.59295,1.5282,1.6871,1.6745,0
-0.19882,0.27185,1.7102,-0.36144,0.54038,1.6153,1.743,1.7412,0
-0.15927,0.22977,1.7921,-0.38255,0.48064,1.7065,1.8137,1.8137,0
-0.12353,0.18504,1.8849,-0.40314,0.41177,1.8045,1.898,1.8943,0
-0.096549,0.13654,1.9891,-0.4209,0.33441,1.9124,1.9962,1.9865,0
-0.085174,0.084696,2.106,-0.43351,0.25107,2.0326,2.1094,2.0934,0
-0.097433,0.030325,2.2369,-0.43856,0.16494,2.1675,2.2392,2.2176,0
-0.14097,-0.026673,2.3825,-0.43337,0.078369,2.3181,2.3868,2.3596,0
-0.22081,-0.088257,2.5426,-0.41488,-0.0084316,2.4834,2.5537,2.5179,0
-0.33683,-0.15867,2.7154,-0.37991,-0.098273,2.6592,2.7408,2.688,0
-0.48149,-0.24432,2.8971,-0.32594,-0.19734,2.8375,2.947,2.863,0
-0.6385,-0.35333,3.0811,-0.25238,-0.31502,3.0063,3.1663,3.0333,0
-0.78324,-0.49476,3.2568,-0.16186,-0.46309,3.1509,3.386,3.1889,0
-0.88513,-0.67775,3.4087,-0.060936,-0.65448,3.2556,3.5864,3.3213,0
-0.91233,-0.91043,3.5169,0.040516,-0.90131,3.306,3.7456,3.4269,0
-0.83754,-1.1987,3.5578,0.13115,-1.2124,3.2924,3.8466,3.511,0
-0.64413,-1.5444,3.5078,0.20117,-1.5905,3.2112,3.8865,3.5891,0
-0.33065,-1.9438,3.3464,0.24565,-2.0293,3.0673,3.8841,3.686,0
0.087024,-2.3859,3.0622,0.26714,-2.5113,2.8734,3.8829,3.8256,0
0.57654,-2.8502,2.6574,0.27647,-3.007,2.6494,3.9393,4.0172,0
1.0925,-3.3065,2.1523,0.29098,-3.4753,2.4186,4.0938,4.244,0
1.5821,-3.7156,1.5867,0.32969,-3.8671,2.2033,4.3389,4.463,0
1.9915,-4.0317,1.0172,0.40647,-4.1313,2.0212,4.6103,4.6171,0
2.2731,-4.2081,0.51022,0.5231,-4.222,1.8813,4.8099,4.6517,0
2.3931,-4.2047,0.13009,0.66556,-4.1079,1.7845,4.8397,4.5279,0
2.3368,-3.9966,-0.074181,0.80591,-3.7805,1.7256,4.6302,4.2331,0
2.1136,-3.5821,-0.080222,0.91035,-3.26,1.6978,4.16,3.7867,0
1.757,-2.9883,0.10221,0.95062,-2.5964,1.6957,3.468,3.2435,0
1.3202,-2.2703,0.43398,0.91371,-1.8641,1.7166,2.6618,2.6937,0
0.86699,-1.5041,0.8571,0.80569,-1.1494,1.7589,1.9362,2.2504,0
0.45882,-0.77291,1.3098,0.64818,-0.53404,1.819,1.5885,2.0036,0
0.1418,-0.14986,1.7403,0.47007,-0.07798,1.8885,1.7525,1.9477,0
-0.062341,0.31615,2.1154,0.29875,0.19159,1.9544,2.1398,1.9863,0
-0.15855,0.60816,2.4193,0.15408,0.28306,2.0016,2.4996,2.0274,0
-0.17305,0.73968,2.6484,0.046055,0.2342,2.0172,2.7552,2.0313,0
-0.14242,0.7462,2.8021,-0.024246,0.099732,1.9938,2.9032,1.9965,0
-0.10137,0.67324,2.8787,-0.062139,-0.063073,1.9317,2.9581,1.9337,0
-0.073603,0.56503,2.8751,-0.076257,-0.2068,1.8384,2.9311,1.8516,0
-0.06846,0.45647,2.7918,-0.075906,-0.30145,1.7268,2.8297,1.7545,0
-0.083326,0.36935,2.6373,-0.06924,-0.33632,1.6112,2.6643,1.6474,0
-0.10907,0.31242,2.4304,-0.06227,-0.31718,1.505,2.4529,1.5393,0
-0.13553,0.28413,2.1984,-0.058559,-0.26052,1.4175,2.2209,1.4424,0
-0.15511,0.27659,1.9709,-0.059409,-0.18685,1.3539,1.9963,1.368,0
-0.16411,0.27974,1.7735,-0.064371,-0.11503,1.3147,1.8029,1.3213,0
-0.16239,0.28454,1.6231,-0.071931,-0.058447,1.2969,1.6558,1.3002,0
-0.15226,0.28494,1.5256,-0.080206,-0.023541,1.2956,1.5595,1.2983,0
-0.13722,0.27831,1.477,-0.087526,-0.010365,1.3051,1.5092,1.3081,0
-0.12085,0.26497,1.466,-0.092784,-0.014412,1.3201,1.4946,1.3234,0
-0.10608,0.24707,1.4781,-0.095552,-0.028956,1.3362,1.5024,1.3399,0
-0.094782,0.22742,1.499,-0.096002,-0.047199,1.3505,1.5191,1.3547,0
-0.087721,0.2086,1.5172,-0.094727,-0.06377,1.3613,1.534,1.3661,0
-0.084693,0.19242,1.5253,-0.092518,-0.075448,1.368,1.5397,1.3732,0
-0.084838,0.1798,1.5205,-0.090168,-0.081182,1.3706,1.5334,1.3759,0
-0.086989,0.17088,1.5036,-0.088316,-0.081626,1.3698,1.5157,1.3751,0
-0.089983,0.1652,1.478,-0.087353,-0.078448,1.3664,1.4899,1.3715,0
-0.092881,0.16205,1.4484,-0.087405,-0.073629,1.3615,1.4604,1.3663,0
-0.09508,0.16062,1.4192,-0.088374,-0.068906,1.356,1.4314,1.3606,0
-0.096325,0.16012,1.3939,-0.090017,-0.065449,1.3508,1.4064,1.3554,0
-0.096647,0.1599,1.3747,-0.092025,-0.063764,1.3466,1.3874,1.3512,0
-0.096264,0.15938,1.3623,-0.094079,-0.063804,1.3436,1.375,1.3484,0
-0.095474,0.15814,1.3561,-0.095875,-0.065188,1.342,1.3686,1.347,0
-0.094568,0.15592,1.3548,-0.097128,-0.067446,1.3416,1.367,1.3468,0
-0.09377,0.15261,1.3568,-0.097572,-0.070202,1.342,1.3685,1.3474,0
-0.093209,0.14831,1.3605,-0.096978,-0.073243,1.3428,1.3718,1.3483,0
-0.092927,0.14333,1.3648,-0.095185,-0.076477,1.3436,1.3754,1.3491,0
-0.092894,0.1381,1.3687,-0.092164,-0.079845,1.344,1.3788,1.3496,0
-0.093039,0.13309,1.3719,-0.088072,-0.083246,1.3439,1.3815,1.3494,0
-0.09328,0.12875,1.3742,-0.083294,-0.086513,1.3432,1.3833,1.3485,0
-0.093543,0.1254,1.3756,-0.078421,-0.089446,1.3418,1.3845,1.3471,0
-0.093776,0.12319,1.3764,-0.074173,-0.091869,1.3401,1.3851,1.3453,0
-0.093951,0.12212,1.3767,-0.07125,-0.093671,1.3383,1.3853,1.3434,0
-0.09406,0.1221,1.3766,-0.070172,-0.094829,1.3365,1.3852,1.3417,0
-0.094106,0.12295,1.3762,-0.071144,-0.095397,1.3351,1.3848,1.3404,0
-0.094097,0.12448,1.3753,-0.074003,-0.095473,1.3343,1.3842,1.3397,0
-0.094037,0.1265,1.3741,-0.078265,-0.095176,1.334,1.3832,1.3397,0
-0.093928,0.12881,1.3725,-0.083245,-0.094619,1.3345,1.3817,1.3404,0
-0.093772,0.13124,1.3705,-0.088216,-0.093902,1.3357,1.38,1.3419,0
-0.093576,0.13357,1.3682,-0.09255,-0.093124,1.338,1.3779,1.3444,0
-0.093362,0.1356,1.3659,-0.095795,-0.092395,1.3415,1.3758,1.3481,0
-0.09317,0.13712,1.3637,-0.097706,-0.091853,1.3466,1.3737,1.3532,0
-0.093058,0.13792,1.3618,-0.098216,-0.091669,1.3534,1.3719,1.3601,0
-0.093098,0.13782,1.3603,-0.097396,-0.092037,1.3623,1.3704,1.3689,0
-0.093357,0.13675,1.3592,-0.095421,-0.093139,1.3731,1.3692,1.3796,0
-0.09388,0.13472,1.3585,-0.092547,-0.095104,1.3854,1.3684,1.3918,0
-0.094666,0.13192,1.3582,-0.089109,-0.097962,1.3987,1.3678,1.4049,0
-0.095656,0.12861,1.3584,-0.0855,-0.10162,1.4118,1.3678,1.4181,0
-0.096731,0.12509,1.3593,-0.082136,-0.10586,1.424,1.3685,1.4303,0
-0.097728,0.12169,1.361,-0.079377,-0.11041,1.4342,1.3699,1.4407,0
-0.09848,0.11866,1.3633,-0.077416,-0.11502,1.4421,1.372,1.4487,0
-0.098864,0.11617,1.3662,-0.076159,-0.11953,1.4476,1.3747,1.4545,0
-0.098841,0.11429,1.3691,-0.075145,-0.12395,1.4513,1.3774,1.4585,0
-0.098474,0.11294,1.3715,-0.073548,-0.12842,1.4542,1.3797,1.4617,0
-0.09791,0.11195,1.373,-0.070296,-0.13316,1.4576,1.3811,1.4653,0
-0.097337,0.1111,1.3734,-0.064306,-0.1384,1.4627,1.3813,1.4707,0
-0.096943,0.11017,1.3727,-0.054812,-0.14431,1.4709,1.3806,1.479,0
-0.096881,0.10906,1.3714,-0.041701,-0.15093,1.4832,1.3792,1.4914,0
-0.097257,0.10771,1.3702,-0.025756,-0.15821,1.5002,1.3779,1.5088,0
-0.098109,0.10612,1.3699,-0.0087234,-0.16595,1.5226,1.3775,1.5317,0
-0.099382,0.10425,1.3713,0.0068626,-0.17386,1.5506,1.3789,1.5603,0
-0.10089,0.10197,1.3748,0.018043,-0.18154,1.5836,1.3823,1.5941,0
-0.10229,0.099094,1.3804,0.021893,-0.18844,1.6208,1.3877,1.6319,0
-0.10312,0.095452,1.387,0.015932,-0.19393,1.6609,1.3941,1.6723,0
-0.10291,0.091053,1.393,-0.0015981,-0.19724,1.7028,1.3998,1.7142,0
-0.10137,0.086267,1.3962,-0.031579,-0.19757,1.7459,1.4026,1.7573,0
-0.098555,0.08197,1.3943,-0.073924,-0.19417,1.791,1.4002,1.803,0
-0.095126,0.079561,1.3855,-0.12752,-0.18656,1.8407,1.3911,1.8545,0
-0.092384,0.080823,1.3694,-0.19023,-0.17479,1.8994,1.3749,1.9168,0
-0.092228,0.087575,1.348,-0.25911,-0.15965,1.9727,1.354,1.9961,0
-0.096904,0.10117,1.3258,-0.33084,-0.14281,2.0669,1.3332,2.0981,0
-0.10854,0.12186,1.3105,-0.40223,-0.12683,2.1869,1.3206,2.2272,0
-0.12853,0.14828,1.3119,-0.47071,-0.11483,2.335,1.3265,2.3847,0
-0.15685,0.1771,1.3404,-0.53441,-0.11003,2.5092,1.3611,2.5679,0
-0.19159,0.20313,1.4055,-0.59192,-0.11495,2.7028,1.433,2.7692,0
-0.22879,0.22017,1.5128,-0.64175,-0.13046,2.9036,1.5457,2.9765,0
-0.263,0.22246,1.6623,-0.68202,-0.15481,3.0953,1.6976,3.1733,0
-0.28834,0.20675,1.847,-0.71048,-0.18284,3.2579,1.8808,3.3395,0
-0.30016,0.17446,2.0537,-0.72499,-0.20567,3.3697,2.0828,3.4529,0
-0.29677,0.13342,2.2644,-0.72441,-0.21102,3.4086,2.2877,3.4911,0
-0.28085,0.098228,2.4604,-0.70954,-0.18427,3.3548,2.4784,3.434,0
-0.26004,0.088889,2.6261,-0.6839,-0.1104,3.1933,2.6404,3.2676,0
-0.24626,0.12741,2.7519,-0.65389,0.023335,2.9179,2.7658,2.9903,0
-0.25385,0.23272,2.8362,-0.62805,0.22396,2.5348,2.857,2.621,0
-0.29641,0.41499,2.884,-0.61534,0.48933,2.0666,2.9287,2.2111,0
-0.3832,0.67075,2.9037,-0.62271,0.8055,1.553,3.0047,1.857,0
-0.51553,0.98047,2.9022,-0.65246,1.1462,1.0476,3.1065,1.6843,0
-0.68444,1.31,2.8804,-0.70044,1.4756,0.60969,3.2375,1.7435,0
-0.87068,1.6165,2.8299,-0.75581,1.7547,0.29149,3.3733,1.9327,0
-1.0478,1.8572,2.735,-0.80326,1.9496,0.12459,3.4681,2.1123,0
-1.1886,2.0001,2.5789,-0.82724,2.0399,0.11145,3.4733,2.2041,0
-1.2724,2.0319,2.3533,-0.81712,2.0238,0.22523,3.3594,2.1941,0
-1.2919,1.9614,2.0675,-0.77116,1.9182,0.41809,3.129,2.1093,0
-1.255,1.8166,1.7505,-0.69749,1.7541,0.63489,2.8177,1.9916,0
-1.1816,1.6365,1.4458,-0.61149,1.5682,0.82681,2.4828,1.8753,0
-1.0961,1.4602,1.198,-0.5307,1.3948,0.96132,2.1838,1.7751,0
-1.0197,1.3174,1.0399,-0.46939,1.2585,1.0262,1.9638,1.6903,0
-0.96417,1.2219,0.98327,-0.43492,1.1702,1.028,1.8411,1.6172,0
-0.93079,1.1715,1.0178,-0.42694,1.1274,0.98664,1.8096,1.5578,0
-0.91201,1.1515,1.1168,-0.43917,1.1172,0.92733,1.8452,1.5169,0
-0.89599,1.1418,1.2465,-0.46259,1.1218,0.87404,1.9132,1.4955,0
-0.87114,1.1239,1.3757,-0.48846,1.1242,0.84436,1.9785,1.4884,0
-0.82956,1.0849,1.4819,-0.51035,1.1114,0.8475,2.0153,1.4879,0
-0.76867,1.0201,1.5547,-0.52462,1.0772,0.88464,2.0121,1.4894,0
-0.69102,0.93181,1.5941,-0.52998,1.0214,0.95095,1.9715,1.4928,0
-0.60293,0.82714,1.608,-0.52651,0.9484,1.0383,1.9061,1.5016,0
-0.51242,0.71505,1.608,-0.51495,0.8647,1.1378,1.8329,1.519,0
-0.42715,0.60379,1.6057,-0.49645,0.77687,1.2416,1.7679,1.5465,0
-0.35257,0.49933,1.6101,-0.47269,0.68982,1.3441,1.7223,1.583,0
