Heel_X,Heel_Y,Heel_Z,TOE_X,TOE_Y,TOY_Z,"sqrt(heel x, y, z)","sqrt(toe x, y, z)",PD_or_Non
-0.29089,0.40491,1.6265,-0.44612,0.60619,1.4423,1.7012,1.6269,0
-0.24068,0.32154,1.6563,-0.41983,0.52649,1.5354,1.7043,1.6766,0
-0.19754,0.24894,1.6987,-0.3971,0.44992,1.6245,1.7282,1.7318,0
-0.15548,0.18671,1.7519,-0.38063,0.37551,1.7118,1.7687,1.7934,0
-0.10901,0.13508,1.8148,-0.3718,0.30305,1.8001,1.8231,1.8629,0
-0.055428,0.094899,1.8876,-0.37032,0.23351,1.8925,1.8908,1.9425,0
0.0032967,0.06701,1.9719,-0.37424,0.1687,1.9923,1.9731,2.0342,0
0.059538,0.050904,2.0702,-0.38023,0.11031,2.1025,2.0717,2.1394,0
0.10056,0.043439,2.1847,-0.384,0.058591,2.225,2.1875,2.2586,0
0.11075,0.038096,2.3172,-0.38078,0.011259,2.3602,2.3202,2.3907,0
0.075419,0.025224,2.4686,-0.3659,-0.037028,2.5056,2.4699,2.5324,0
-0.014538,-0.0067565,2.6393,-0.33535,-0.094484,2.6553,2.6393,2.678,0
-0.15811,-0.069665,2.8284,-0.28643,-0.17142,2.7995,2.8336,2.8194,0
-0.34106,-0.17405,3.0325,-0.21818,-0.27922,2.926,3.0566,2.9474,0
-0.53546,-0.32836,3.2431,-0.13149,-0.42933,3.0213,3.3033,3.0545,0
-0.70249,-0.53882,3.4434,-0.028983,-0.63233,3.0739,3.5554,3.1384,0
-0.79857,-0.80965,3.6075,0.085311,-0.89683,3.0763,3.7825,3.2055,0
-0.78384,-1.1428,3.7007,0.20619,-1.2279,3.0272,3.9517,3.2733,0
-0.63112,-1.5369,3.685,0.32758,-1.625,2.932,4.0422,3.3682,0
-0.33358,-1.9843,3.5263,0.44313,-2.0787,2.8024,4.06,3.5172,0
0.091057,-2.4689,3.2046,0.54729,-2.5689,2.654,4.0464,3.734,0
0.60097,-2.9626,2.7241,0.63666,-3.0625,2.5036,4.0693,4.0065,0
1.1357,-3.4257,2.1185,0.71114,-3.5147,2.3651,4.1849,4.2957,0
1.6262,-3.809,1.4505,0.77385,-3.8733,2.2468,4.3883,4.5442,0
2.007,-4.0601,0.80371,0.82926,-4.0859,2.1496,4.5998,4.6908,0
2.2292,-4.1323,0.2669,0.87972,-4.1095,2.069,4.7028,4.6843,0
2.2696,-3.9944,-0.08538,0.92221,-3.9204,1.9979,4.595,4.4957,0
2.1355,-3.6399,-0.21002,0.94744,-3.5221,1.9319,4.2253,4.1274,0
1.8624,-3.0922,-0.10517,0.94289,-2.949,1.872,3.6112,3.6181,0
1.5064,-2.4041,0.1914,0.89833,-2.2642,1.8242,2.8435,3.0433,0
1.1314,-1.651,0.61538,0.81097,-1.5495,1.7958,2.0939,2.5066,0
0.7946,-0.91683,1.0953,0.68727,-0.8901,1.7906,1.6345,2.1145,0
0.53364,-0.27779,1.5706,0.54093,-0.35769,1.8063,1.6819,1.9192,0
0.35928,0.21227,2.0017,0.3887,0.0040157,1.8334,2.0447,1.8742,0
0.25718,0.52996,2.3689,0.24627,0.18574,1.8584,2.441,1.8838,0
0.19789,0.68261,2.6646,0.12537,0.21047,1.8677,2.7578,1.8837,0
0.15082,0.70154,2.8842,0.032494,0.12389,1.8516,2.9721,1.8561,0
0.095929,0.63131,3.0202,-0.031084,-0.018933,1.8073,3.0869,1.8076,0
0.028504,0.51828,3.0636,-0.068312,-0.16663,1.7384,3.1073,1.7477,0
-0.043552,0.4013,3.0092,-0.084889,-0.28111,1.6539,3.0361,1.6798,0
-0.10698,0.30625,2.8614,-0.087647,-0.34218,1.5651,2.8798,1.6045,0
-0.15051,0.24478,2.6382,-0.083133,-0.34706,1.4825,2.6538,1.5249,0
-0.16914,0.21655,2.369,-0.076584,-0.3064,1.4142,2.3849,1.449,0
-0.16468,0.21339,2.0901,-0.071388,-0.23825,1.3644,2.1074,1.3869,0
-0.14369,0.22397,1.8365,-0.069027,-0.16212,1.3339,1.8557,1.3454,0
-0.11454,0.23748,1.6353,-0.069403,-0.094258,1.3203,1.6564,1.3254,0
-0.084931,0.246,1.5006,-0.071425,-0.045018,1.3197,1.523,1.3224,0
-0.060398,0.2453,1.4325,-0.073658,-0.018245,1.3275,1.4546,1.3297,0
-0.043815,0.23456,1.4192,-0.07487,-0.012309,1.3395,1.4392,1.3416,0
-0.035656,0.21553,1.442,-0.074369,-0.022001,1.352,1.4585,1.3542,0
-0.034673,0.19138,1.48,-0.072103,-0.040646,1.3626,1.4928,1.3651,0
-0.038695,0.16572,1.5153,-0.068545,-0.06188,1.37,1.5248,1.3731,0
-0.045344,0.14183,1.5357,-0.064471,-0.080815,1.3735,1.5429,1.3774,0
-0.052543,0.12217,1.5363,-0.060698,-0.094539,1.3736,1.5421,1.3781,0
-0.058807,0.10817,1.5185,-0.057877,-0.10205,1.3707,1.5234,1.3757,0
-0.063314,0.10022,1.4875,-0.056354,-0.10381,1.3658,1.4922,1.3709,0
-0.065843,0.097812,1.4507,-0.056147,-0.1012,1.3597,1.4555,1.3647,0
-0.06662,0.099787,1.415,-0.057004,-0.095895,1.3535,1.4201,1.3581,0
-0.066128,0.10465,1.3857,-0.058521,-0.089458,1.3477,1.3913,1.352,0
-0.064933,0.11087,1.3656,-0.060265,-0.083079,1.3431,1.3717,1.347,0
-0.063548,0.11709,1.3551,-0.061874,-0.077509,1.34,1.3617,1.3437,0
-0.062347,0.12234,1.3528,-0.063107,-0.073123,1.3388,1.3598,1.3423,0
-0.061536,0.12607,1.3563,-0.06386,-0.070044,1.3395,1.3636,1.3429,0
-0.061168,0.12815,1.3629,-0.064138,-0.068269,1.3422,1.3703,1.3455,0
-0.061179,0.1288,1.37,-0.06402,-0.067766,1.3466,1.3774,1.3499,0
-0.061445,0.12839,1.376,-0.063617,-0.068499,1.3524,1.3833,1.3556,0
-0.061827,0.12738,1.3799,-0.063046,-0.070401,1.3589,1.3872,1.3622,0
-0.062208,0.12617,1.3816,-0.062412,-0.073329,1.3652,1.3887,1.3686,0
-0.062516,0.12506,1.3814,-0.061808,-0.077022,1.3707,1.3884,1.3742,0
-0.062723,0.12421,1.3799,-0.061321,-0.081107,1.3743,1.3869,1.3781,0
-0.062837,0.12369,1.3779,-0.061041,-0.085144,1.3757,1.3848,1.3797,0
-0.062887,0.12346,1.3759,-0.061053,-0.088702,1.3746,1.3829,1.3788,0
-0.062906,0.1235,1.3744,-0.061432,-0.091442,1.3712,1.3813,1.3756,0
-0.062911,0.12374,1.3735,-0.062205,-0.093186,1.3663,1.3805,1.3709,0
-0.0629,0.12418,1.3731,-0.063323,-0.093955,1.361,1.3802,1.3657,0
-0.062849,0.12478,1.3733,-0.064623,-0.093963,1.3565,1.3804,1.3613,0
-0.062724,0.12553,1.3737,-0.065813,-0.093577,1.3544,1.3808,1.3592,0
-0.062496,0.12635,1.3741,-0.066488,-0.093249,1.3557,1.3813,1.3605,0
-0.062159,0.1271,1.3745,-0.066184,-0.093438,1.3613,1.3818,1.3661,0
-0.061754,0.12758,1.3748,-0.064473,-0.094526,1.3713,1.3821,1.376,0
-0.061373,0.12749,1.3751,-0.061085,-0.096752,1.3854,1.3823,1.3902,0
-0.061162,0.12654,1.3753,-0.056028,-0.10018,1.4029,1.3824,1.4076,0
-0.061307,0.12449,1.3755,-0.049668,-0.10468,1.4223,1.3825,1.427,0
-0.061999,0.12122,1.3758,-0.042724,-0.10999,1.4421,1.3826,1.4469,0
-0.063395,0.1168,1.3762,-0.036157,-0.1158,1.4608,1.3826,1.4659,0
-0.065576,0.11155,1.3765,-0.030948,-0.1218,1.4771,1.3826,1.4824,0
-0.068519,0.10596,1.3766,-0.027819,-0.12773,1.49,1.3824,1.4958,0
-0.07209,0.10064,1.3763,-0.026976,-0.13347,1.4994,1.3819,1.5056,0
-0.076065,0.096197,1.3755,-0.027952,-0.13894,1.5056,1.381,1.5123,0
-0.080178,0.093103,1.3742,-0.029632,-0.14417,1.5093,1.3797,1.5165,0
-0.08416,0.091618,1.3725,-0.030463,-0.14924,1.5117,1.3781,1.5193,0
-0.087769,0.091733,1.3707,-0.028826,-0.15434,1.5139,1.3766,1.5221,0
-0.090796,0.093163,1.3694,-0.023483,-0.15967,1.5174,1.3755,1.526,0
-0.093057,0.09537,1.3691,-0.013998,-0.16549,1.5234,1.3756,1.5324,0
-0.094386,0.097628,1.3705,-0.0010358,-0.17198,1.5331,1.3772,1.5427,0
-0.094623,0.099122,1.3738,0.013569,-0.17916,1.5477,1.3806,1.5581,0
-0.09362,0.099094,1.379,0.026977,-0.18683,1.5684,1.3857,1.5797,0
-0.091267,0.097018,1.3852,0.035733,-0.19439,1.5962,1.3916,1.6084,0
-0.087552,0.092801,1.3911,0.036261,-0.20089,1.6319,1.397,1.6446,0
-0.082666,0.086951,1.3947,0.025349,-0.20496,1.6761,1.3998,1.6888,0
-0.077148,0.080669,1.3938,0.00054683,-0.2051,1.7292,1.3983,1.7414,0
-0.072032,0.075802,1.3868,-0.039528,-0.19991,1.7921,1.3907,1.8036,0
-0.068915,0.074596,1.3731,-0.094933,-0.1887,1.8661,1.3768,1.878,0
-0.069862,0.079241,1.3543,-0.16416,-0.17191,1.9541,1.3584,1.9685,0
-0.07707,0.091243,1.3344,-0.24398,-0.15156,2.0602,1.3397,2.0801,0
-0.092309,0.11073,1.3204,-0.32947,-0.13136,2.1894,1.3282,2.218,0
-0.11622,0.13586,1.3215,-0.41442,-0.11632,2.3463,1.3335,2.3855,0
-0.14771,0.16259,1.3482,-0.49202,-0.11179,2.5333,1.366,2.583,0
-0.18357,0.18505,1.4106,-0.55594,-0.12203,2.7482,1.4345,2.8066,0
-0.2187,0.19663,1.5158,-0.6014,-0.14846,2.9827,1.5441,3.0464,0
-0.24695,0.19188,1.6663,-0.62631,-0.18802,3.2209,1.6954,3.2866,0
-0.26262,0.16897,1.8584,-0.63197,-0.232,3.4396,1.8845,3.5048,0
-0.26245,0.13207,2.0826,-0.6234,-0.26593,3.6103,2.1033,3.6733,0
-0.24747,0.092889,2.3247,-0.60891,-0.27059,3.7023,2.3396,3.7618,0
-0.22437,0.070627,2.5683,-0.59877,-0.22449,3.6873,2.579,3.7423,0
-0.20538,0.08954,2.7982,-0.60318,-0.10749,3.5438,2.8071,3.5964,0
-0.20662,0.17421,3.0016,-0.62977,0.094652,3.2629,3.0137,3.3244,0
-0.24481,0.34307,3.1688,-0.68116,0.38551,2.8524,3.1967,2.9578,0
-0.33294,0.60171,3.2918,-0.75356,0.75401,2.3397,3.3629,2.5711,0
-0.47611,0.93779,3.3618,-0.83662,1.1726,1.7712,3.5225,2.283,0
-0.66842,1.3197,3.3679,-0.91508,1.5989,1.2076,3.6785,2.2028,0
-0.89219,1.7005,3.2969,-0.97198,1.9818,0.71385,3.8154,2.3198,0
-1.1199,2.0264,3.1363,-0.99278,2.271,0.34641,3.8983,2.5026,0
-1.3191,2.2496,2.8804,-0.9694,2.4293,0.1394,3.8856,2.6193,0
-1.4597,2.3408,2.5373,-0.903,2.4419,0.096326,3.748,2.6053,0
-1.5213,2.297,2.1338,-0.80427,2.3211,0.18989,3.4848,2.4638,0
-1.4988,2.1429,1.7154,-0.69098,2.1027,0.3707,3.1274,2.2442,0
-1.4027,1.923,1.3373,-0.58322,1.837,0.58141,2.7302,2.0132,0
-1.2556,1.6893,1.0514,-0.49811,1.5755,0.77128,2.3528,1.8235,0
-1.0848,1.4864,0.89207,-0.44559,1.3595,0.9067,2.045,1.6938,0
-0.91525,1.3419,0.86741,-0.42689,1.212,0.97545,1.8414,1.6133,0
-0.76485,1.2613,0.95876,-0.43561,1.1358,0.9848,1.7593,1.5651,0
-0.64236,1.2309,1.1277,-0.46075,1.1165,0.95523,1.7887,1.5399,0
-0.54832,1.2257,1.3275,-0.49029,1.1295,0.91236,1.8882,1.5325,0
-0.47751,1.2181,1.5146,-0.51412,1.1485,0.87958,2.0014,1.5353,0
-0.42206,1.1861,1.6577,-0.52576,1.1517,0.87319,2.0816,1.538,0
-0.37405,1.1181,1.7421,-0.5227,1.1264,0.90049,2.1036,1.5339,0
-0.32731,1.0139,1.7692,-0.50567,1.0694,0.96051,2.0652,1.5238,0
-0.27832,0.88236,1.7524,-0.47744,0.98592,1.0464,1.9816,1.5149,0
-0.22609,0.73728,1.7119,-0.44151,0.88578,1.1484,1.8776,1.5161,0
-0.17153,0.59316,1.6685,-0.40122,0.78001,1.2568,1.779,1.5326,0
-0.11638,0.46145,1.6388,-0.35929,0.67781,1.3636,1.7065,1.5645,0
-0.062214,0.34869,1.6328,-0.31778,0.5847,1.4635,1.6708,1.6077,0
-0.0097858,0.25617,1.6528,-0.27836,0.50208,1.5546,1.6725,1.6572,0
0.040945,0.18117,1.6946,-0.24248,0.42799,1.6373,1.7048,1.7096,0
0.090169,0.11891,1.7505,-0.2115,0.35858,1.7142,1.7569,1.764,0
0.13707,0.064656,1.8122,-0.18656,0.28999,1.7888,1.8185,1.8218,0
0.17858,0.015343,1.874,-0.16814,0.21987,1.8656,1.8825,1.886,0
0.20853,-0.029726,1.9353,-0.15556,0.14834,1.9486,1.9467,1.9604,0
0.21775,-0.069329,2.0011,-0.14628,0.077905,2.0416,2.0141,2.0483,0
0.19532,-0.10175,2.0812,-0.13559,0.012548,2.1471,2.0929,2.1514,0
0.13109,-0.12682,2.1868,-0.11684,-0.044106,2.2662,2.1944,2.2696,0
0.018922,-0.1478,2.327,-0.082428,-0.090847,2.3975,2.3317,2.4007,0
-0.14004,-0.17247,2.5047,-0.02566,-0.13067,2.5374,2.5145,2.5409,0
-0.335,-0.21287,2.715,0.056881,-0.17172,2.6789,2.7439,2.685,0
-0.54504,-0.28363,2.9445,0.16311,-0.22703,2.8123,3.0079,2.8261,0
-0.7408,-0.39946,3.1728,0.28412,-0.31307,2.9256,3.2825,2.956,0
-0.8885,-0.57257,3.3756,0.4044,-0.44752,3.0061,3.5373,3.066,0
-0.9554,-0.81083,3.5271,0.50384,-0.64647,3.0422,3.7431,3.1507,0
-0.91558,-1.1167,3.6022,0.5614,-0.92162,3.0259,3.8808,3.2126,0
-0.75479,-1.4871,3.579,0.55981,-1.2774,2.9551,3.9485,3.2676,0
-0.47337,-1.9125,3.4414,0.49067,-1.7086,2.8348,3.9655,3.346,0
-0.086726,-2.377,3.1816,0.35867,-2.1979,2.6777,3.9724,3.4827,0
0.37613,-2.8567,2.8036,0.18362,-2.7155,2.5022,4.0203,3.6971,0
0.87538,-3.3194,2.3261,-0.00098998,-3.2192,2.3298,4.1468,3.9738,0
1.364,-3.7253,1.7838,-0.1538,-3.658,2.1801,4.3498,4.2612,0
1.7921,-4.0298,1.2254,-0.23535,-3.9777,2.0665,4.5774,4.4886,0
2.1115,-4.1888,0.70891,-0.2197,-4.129,1.9927,4.7442,4.5899,0
2.2816,-4.1664,0.29297,-0.10417,-4.0764,1.9528,4.7593,4.5212,0
2.2757,-3.9428,0.02613,0.08737,-3.8069,1.9342,4.5525,4.271,0
2.0874,-3.5215,-0.063706,0.31014,-3.3363,1.924,4.0941,3.8638,0
1.736,-2.9331,0.023822,0.51198,-2.7101,1.9137,3.4084,3.3569,0
1.2678,-2.2341,0.26162,0.6495,-1.9986,1.9023,2.5821,2.8346,0
0.75022,-1.499,0.60323,0.69995,-1.286,1.894,1.7815,2.3939,0
0.26021,-0.80599,0.99643,0.66455,-0.65407,1.8936,1.3077,2.1107,0
-0.13315,-0.22203,1.397,0.56341,-0.16651,1.9026,1.4208,1.9912,0
-0.38455,0.21038,1.7767,0.42598,0.14275,1.9165,1.83,1.9685,0
-0.48244,0.47903,2.123,0.28163,0.27354,1.9266,2.2292,1.9662,0
-0.449,0.59973,2.431,0.15313,0.25544,1.9228,2.5438,1.9457,0
-0.33039,0.60764,2.6942,0.053804,0.13742,1.8971,2.7816,1.9028,0
-0.18091,0.54594,2.8986,-0.012335,-0.02518,1.8466,2.9551,1.8468,0
-0.047197,0.45539,3.0238,-0.048407,-0.1828,1.7742,3.0583,1.7843,0
0.04204,0.36729,3.051,-0.061779,-0.30011,1.6874,3.0733,1.715,0
0.078448,0.30035,2.9716,-0.061263,-0.35955,1.5963,2.9877,1.6374,0
0.06979,0.26113,2.7936,-0.05496,-0.36041,1.5105,2.8067,1.5539,0
0.032496,0.24669,2.5425,-0.048928,-0.31459,1.4379,2.5546,1.4728,0
-0.015539,0.24849,2.2557,-0.046628,-0.24087,1.3831,2.2694,1.4047,0
-0.059855,0.25628,1.9745,-0.049027,-0.15923,1.3473,1.992,1.3575,0
-0.091597,0.2612,1.7345,-0.055163,-0.086368,1.3289,1.7565,1.3328,0
-0.10753,0.25767,1.5586,-0.062976,-0.03303,1.3246,1.5834,1.3265,0
-0.10884,0.24386,1.454,-0.070178,-0.0033641,1.3303,1.4783,1.3322,0
-0.099374,0.22113,1.4133,-0.07497,0.0041691,1.3418,1.4339,1.3439,0
-0.084044,0.19281,1.4187,-0.076459,-0.0050934,1.3553,1.4342,1.3575,0
-0.067464,0.16302,1.4486,-0.074742,-0.024171,1.368,1.4593,1.3703,0
-0.053148,0.13551,1.4826,-0.070688,-0.046315,1.3781,1.4897,1.3807,0
-0.043162,0.11303,1.5062,-0.065558,-0.066288,1.3845,1.5111,1.3876,0
-0.038163,0.096962,1.5121,-0.060597,-0.080962,1.3872,1.5157,1.3908,0
-0.037697,0.087431,1.4998,-0.056724,-0.08932,1.3865,1.5028,1.3905,0
-0.040607,0.083537,1.4736,-0.054385,-0.092033,1.3834,1.4766,1.3875,0
-0.045462,0.083779,1.4405,-0.053561,-0.090806,1.3789,1.4437,1.3829,0
-0.050915,0.086469,1.4074,-0.053905,-0.087688,1.3738,1.411,1.3776,0
-0.055933,0.090073,1.3796,-0.05492,-0.084492,1.3689,1.3837,1.3726,0
-0.059887,0.093435,1.3603,-0.056137,-0.082439,1.3648,1.3648,1.3685,0
-0.062533,0.095863,1.35,-0.057218,-0.082059,1.3617,1.3548,1.3654,0
-0.063929,0.097107,1.3477,-0.057997,-0.083292,1.3595,1.3527,1.3633,0
-0.064321,0.097262,1.351,-0.058453,-0.085726,1.358,1.3561,1.362,0
-0.064043,0.096629,1.3575,-0.058665,-0.088835,1.3569,1.3625,1.361,0
-0.06343,0.095584,1.3649,-0.058761,-0.092171,1.3557,1.3697,1.3601,0
-0.062755,0.094474,1.3715,-0.058878,-0.095463,1.3542,1.3761,1.3589,0
-0.062201,0.093552,1.3762,-0.059113,-0.098633,1.3525,1.3808,1.3573,0
-0.061858,0.092952,1.3789,-0.059481,-0.10174,1.3504,1.3834,1.3555,0
-0.061738,0.092699,1.3796,-0.059876,-0.10491,1.3483,1.3841,1.3537,0
-0.061802,0.092739,1.379,-0.060058,-0.10824,1.3463,1.3835,1.352,0
-0.061985,0.092973,1.3777,-0.059695,-0.11174,1.3449,1.3822,1.3509,0
-0.062219,0.093295,1.3761,-0.058453,-0.1153,1.3443,1.3807,1.3505,0
-0.062451,0.093613,1.3748,-0.056114,-0.11871,1.3447,1.3794,1.3511,0
-0.062645,0.093866,1.3739,-0.052681,-0.12172,1.3462,1.3785,1.3527,0
-0.062783,0.094027,1.3735,-0.048421,-0.12408,1.3488,1.3782,1.3554,0
-0.062858,0.094093,1.3736,-0.043825,-0.12564,1.3524,1.3782,1.359,0
-0.06287,0.09408,1.374,-0.039499,-0.12636,1.3568,1.3786,1.3632,0
-0.062817,0.094012,1.3745,-0.03601,-0.12631,1.3614,1.3791,1.3678,0
-0.062702,0.093912,1.3749,-0.033745,-0.12567,1.3659,1.3796,1.3721,0
-0.062527,0.093799,1.3753,-0.032828,-0.1247,1.3697,1.3799,1.3757,0
-0.062306,0.093685,1.3754,-0.033107,-0.12373,1.3722,1.38,1.3782,0
-0.062066,0.093581,1.3754,-0.034218,-0.12311,1.3733,1.3799,1.3792,0
-0.061858,0.093498,1.3752,-0.035709,-0.12316,1.3731,1.3797,1.3791,0
-0.061749,0.093449,1.3749,-0.03718,-0.12413,1.372,1.3794,1.3781,0
-0.061814,0.093453,1.3746,-0.038412,-0.12615,1.3708,1.3792,1.3772,0
-0.062123,0.093526,1.3745,-0.039439,-0.12922,1.3707,1.3791,1.3774,0
-0.062714,0.093679,1.3746,-0.040541,-0.13314,1.3727,1.3792,1.3798,0
-0.063573,0.093908,1.3749,-0.042135,-0.13758,1.3779,1.3795,1.3854,0
-0.064621,0.094185,1.3753,-0.044597,-0.14215,1.3869,1.3801,1.3948,0
-0.065711,0.094455,1.3759,-0.048034,-0.14649,1.3997,1.3807,1.4082,0
-0.066654,0.094635,1.3765,-0.052083,-0.1504,1.416,1.3814,1.4249,0
-0.067264,0.094629,1.3768,-0.055824,-0.15387,1.4346,1.3817,1.4439,0
-0.067408,0.094343,1.3767,-0.057874,-0.15712,1.4543,1.3816,1.4639,0
-0.067056,0.093716,1.376,-0.056682,-0.16051,1.4733,1.3808,1.4831,0
-0.066299,0.092744,1.3746,-0.050956,-0.16442,1.4904,1.3793,1.5003,0
-0.065317,0.091498,1.3727,-0.040114,-0.16918,1.5046,1.3773,1.5146,0
-0.06433,0.09012,1.3707,-0.024634,-0.17496,1.5159,1.3752,1.5261,0
-0.063528,0.088799,1.3691,-0.0061781,-0.18175,1.5249,1.3734,1.5357,0
-0.063024,0.087701,1.3685,0.01255,-0.18935,1.5333,1.3728,1.545,0
-0.062825,0.086895,1.3696,0.028221,-0.19743,1.5431,1.3738,1.556,0
-0.062839,0.086269,1.3729,0.037479,-0.20557,1.5565,1.377,1.5705,0
-0.062909,0.085499,1.3782,0.037587,-0.21325,1.5752,1.3823,1.59,0
-0.062866,0.084112,1.3851,0.026953,-0.21992,1.5999,1.389,1.6152,0
-0.062599,0.081674,1.392,0.0053994,-0.22501,1.6305,1.3958,1.646,0
-0.062124,0.07808,1.3971,-0.025865,-0.22797,1.6664,1.4006,1.6821,0
-0.061645,0.073845,1.3981,-0.064529,-0.22831,1.7071,1.4014,1.7235,0
-0.061596,0.070274,1.3933,-0.10761,-0.22577,1.7535,1.3964,1.7713,0
-0.062641,0.069396,1.382,-0.15196,-0.22047,1.8087,1.3851,1.8284,0
-0.065635,0.073575,1.3655,-0.19468,-0.21307,1.8777,1.369,1.8997,0
-0.071523,0.08484,1.3478,-0.23363,-0.20501,1.9671,1.3523,1.9915,0
-0.081183,0.10404,1.3357,-0.26768,-0.19845,2.0836,1.3422,2.1101,0
-0.095212,0.13005,1.3383,-0.29692,-0.19609,2.2319,1.348,2.2601,0
-0.11369,0.15929,1.3655,-0.32264,-0.20071,2.4126,1.3795,2.4424,0
-0.13601,0.18586,1.4263,-0.34708,-0.2144,2.6207,1.4448,2.6522,0
-0.16079,0.20247,1.5264,-0.37294,-0.23763,2.8446,1.5481,2.8788,0
-0.18609,0.2023,1.6663,-0.40292,-0.26821,3.0673,1.6889,3.1052,0
-0.20977,0.18139,1.8409,-0.43913,-0.30056,3.2671,1.8617,3.3101,0
-0.23019,0.14121,2.0396,-0.48264,-0.3253,3.4201,2.0574,3.4692,0
-0.24676,0.090636,2.2489,-0.53324,-0.32957,3.5025,2.2642,3.5581,0
-0.26051,0.046447,2.4548,-0.58922,-0.29819,3.493,2.469,3.5549,0
-0.27414,0.031796,2.6462,-0.64759,-0.21576,3.3756,2.6606,3.444,0
-0.29171,0.072288,2.8158,-0.70458,-0.069652,3.1427,2.8318,3.2215,0
-0.31782,0.1901,2.9602,-0.75648,0.14629,2.7982,2.9833,2.9023,0
-0.3565,0.39727,3.0774,-0.80036,0.42821,2.3599,3.1234,2.5285,0
-0.41001,0.68975,3.1641,-0.83436,0.75965,1.8611,3.2643,2.1765,0
-0.47786,1.0444,3.2126,-0.85711,1.1114,1.3484,3.4118,1.9463,0
-0.55619,1.4203,3.2094,-0.86679,1.4447,0.87591,3.5534,1.8989,0
-0.63804,1.7651,3.1364,-0.86039,1.718,0.4955,3.6551,1.9843,0
-0.71467,2.026,2.9757,-0.83405,1.8959,0.24549,3.6702,2.0857,0
-0.77797,2.1625,2.7167,-0.78456,1.9582,0.14084,3.5584,2.1142,0
-0.82348,2.1567,2.3653,-0.71151,1.9054,0.16944,3.3051,2.041,0
-0.85282,2.0184,1.949,-0.61907,1.7587,0.29602,2.9325,1.8878,0
-0.87392,1.7831,1.516,-0.51631,1.5541,0.47244,2.4983,1.7044,0
-0.89829,1.5019,1.1256,-0.41559,1.3338,0.65048,2.0807,1.5411,0
-0.93619,1.2284,0.83275,-0.32966,1.1365,0.79285,1.7547,1.4244,0
-0.9918,1.006,0.67375,-0.26839,0.98953,0.87973,1.5651,1.351,0
-1.0607,0.8587,0.65683,-0.23657,0.90484,0.90971,1.5146,1.3047,0
-1.1307,0.78861,0.76214,-0.2333,0.87848,0.89612,1.5752,1.2764,0
-1.185,0.77934,0.94926,-0.25306,0.89416,0.86048,1.7066,1.2665,0
-1.2071,0.80361,1.169,-0.28789,0.92918,0.82537,1.8626,1.2757,0
-1.1847,0.83235,1.3759,-0.32966,0.96079,0.8088,1.9974,1.2984,0
-1.1126,0.84234,1.5373,-0.37182,0.97148,0.82109,2.0763,1.3252,0
-0.99358,0.82068,1.638,-0.41022,0.95177,0.86436,2.0842,1.3495,0
-0.83713,0.76553,1.6798,-0.44302,0.90065,0.93421,2.0269,1.3712,0
-0.65744,0.6838,1.6769,-0.46998,0.82383,1.0224,1.9266,1.3946,0
-0.47062,0.58709,1.6502,-0.49156,0.7308,1.1199,1.8137,1.4247,0
-0.29211,0.4874,1.6203,-0.50823,0.63167,1.2189,1.717,1.4639,0
-0.13456,0.39382,1.6028,-0.52007,0.53461,1.3145,1.6559,1.5113,0
-0.0063576,0.31077,1.6057,-0.52664,0.44436,1.4044,1.6355,1.5643,0
0.088952,0.23802,1.629,-0.52706,0.36196,1.4891,1.6487,1.6206,0
0.15244,0.17211,1.6668,-0.5202,0.28564,1.5703,1.6826,1.6787,0
0.18874,0.10853,1.71,-0.50502,0.21233,1.6502,1.7238,1.7388,0
0.20448,0.043988,1.7503,-0.48099,0.13927,1.7306,1.7628,1.8016,0
0.20639,-0.021947,1.7829,-0.44857,0.06539,1.8125,1.795,1.8683,0
0.19956,-0.086338,1.8085,-0.40955,-0.0081698,1.8959,1.8215,1.9397,0
0.18604,-0.14361,1.8333,-0.36697,-0.078244,1.9805,1.8483,2.0158,0
0.16419,-0.18732,1.8677,-0.32449,-0.14059,2.0659,1.8842,2.096,0
0.12888,-0.21246,1.9239,-0.28535,-0.19114,2.1518,1.9399,2.179,0
0.072687,-0.21742,2.0128,-0.25097,-0.2273,2.2383,2.0258,2.2637,0
-0.011995,-0.20524,2.1416,-0.22002,-0.24873,2.3254,2.1514,2.349,0
-0.13026,-0.18358,2.3124,-0.18825,-0.2578,2.4129,2.3233,2.4339,0
-0.28181,-0.16361,2.5213,-0.14948,-0.25957,2.499,2.5423,2.5169,0
-0.45864,-0.1585,2.7586,-0.097481,-0.26177,2.5807,2.8009,2.5957,0
-0.64385,-0.18181,3.0089,-0.028442,-0.27487,2.6534,3.0824,2.6678,0
-0.81231,-0.24643,3.2517,0.057018,-0.31211,2.7119,3.3607,2.7304,0
-0.93359,-0.36391,3.462,0.15275,-0.38924,2.7509,3.6041,2.7825,0
-0.97663,-0.54392,3.612,0.24748,-0.5234,2.7661,3.781,2.826,0
-0.91566,-0.79351,3.6735,0.32684,-0.73079,2.7546,3.8682,2.8685,0
-0.73575,-1.1158,3.6215,0.37675,-1.0232,2.7157,3.8603,2.9264,0
-0.43687,-1.5085,3.4375,0.3876,-1.4042,2.6511,3.7793,3.025,0
-0.035522,-1.9614,3.1139,0.3583,-1.8644,2.5649,3.6803,3.1911,0
0.43644,-2.4547,2.6578,0.29907,-2.3798,2.4629,3.6442,3.4378,0
